key	text	tooltip
message_event_text_text_custom_event_9205	After many battles lost, this general has seen the horrors of war up close. Comrades lying dead on the battlefield, enemy swords at his throat, and the incessant cries of the wounded have blunted this man's bravery. Perhaps his nature is better suited to the pen than the sword.	true
message_event_text_text_custom_event_9206	Once he shied away from battle, but now this man has learned to steel himself against the oncoming tides of war. His character has been hardened and shown true by the rigors of war. Of course, that also leads to an extra helping of self confidence.	true
message_event_text_text_custom_event_9207	Once he shied away from battle, but now this man has learned to steel himself against the oncoming tides of war. His character has been hardened and shown true by the rigors of war. He has turned his love of knowledge and virtue into a strong personality trait.	true
message_event_text_text_custom_event_9208	Once he shied away from battle, but now this man has learned to steel himself against the oncoming tides of war. His character has been hardened and shown true by the rigors of war. His anxious nature has been supressed by a new found confidence.	true
message_event_text_text_custom_event_9209	Once he shied away from battle, but now this man has learned to steel himself against the oncoming tides of war. His character has been hardened and shown true by the rigors of war. After his latest defensive victory, this man sees the world as something to be embraced and controlled.	true
message_event_text_text_custom_event_9210	Once he shied away from battle, but now this man has learned to steel himself against the oncoming tides of war. His character has been hardened and shown true by the rigors of war. From being doubtful of the world, this man has learned to now embrace it.	true
message_event_text_text_custom_event_9211	Rather than rushing headlong into combat in the thick of battle, this man has learned to temper his rash nature with prudence. The latest battle with so many dead and wounded has tempered his previously unhinged nature. He is still courageous, but he is also smart.	true
message_event_text_text_custom_event_9212	Rather than rushing headlong into combat in the thick of battle, this man has learned to temper his rash nature with prudence. He is still courageous, but he is also smart.	true
message_event_text_text_custom_event_9213	Rather than rushing headlong into combat in the thick of battle, this man has learned to temper his rash nature with prudence. The latest battle with so many dead and wounded has tempered his previously unhinged nature. He is still courageous, but he is also smart.	true
message_event_text_text_custom_event_9214	The constant roar of exultation from his troops, along with easy victories, has pushed this man over the edge. He knows no limits and tolerates no impediment. To glory!	true
message_event_text_text_custom_event_9215	The constant roar of exultation from his troops, along with easy victories, has pushed this man over the edge. He knows no limits and tolerates no impediment. To glory!	true
message_event_text_text_custom_event_9216	The constant roar of exultation from his troops, along with easy victories, has pushed this man over the edge. He knows no limits and tolerates no impediment. Maybe one day he will be a god!	true
message_event_text_text_custom_event_9217	The constant roar of exultation from his troops, along with easy victories, has pushed this man over the edge. He knows no limits and tolerates no impediment. To glory!	true
message_event_text_text_custom_event_9218	The constant roar of exultation from his troops, along with easy victories, has pushed this man over the edge. He knows no limits and tolerates no impediment. To glory!	true
message_event_text_text_custom_event_9219	Overzealous whim has crushed this man's once forceful soul. The repetition of defeat and the loss of his men has sent him into a downward spiral. Constant apparitions of dead friends and soldiers haunt his waking dreams.	true
message_event_text_text_custom_event_9220	Overzealous whim has crushed this man's once forceful soul. The repetition of defeat and the loss of his men has sent him into a downward spiral. Constant apparitions of dead friends and soldiers haunt his waking dreams.	true
message_event_text_text_custom_event_9221	Rather than rushing headlong into combat in the thick of battle, this man has learned to temper his rash nature with prudence. The latest battle with so many dead and wounded has tempered his previously unhinged nature. He is still courageous, but he is also smart.	true
message_event_text_text_custom_event_9301	After his great victory against the enemies of Roma, this man has earned the acclamation of the people and his peers in the Senate. He should travel back to Roma in order to celebrate his triumph. He will ride through the streets, a god for a day! With the red face of Jupiter and the procession of his spoils, time will never forget this man's glorious contributions to the Republic.	true
message_event_text_text_custom_event_9302	Riding through the streets of Roma, this man has experienced a reward that few will ever know. The people scream his name, his ancestors are venerated, and the Senate recognizes his pre-eminent glory. From this day's celebration forward, he shall be known as vir triumphalis, scion of the Republic.	true
message_event_text_text_dei_131_thorax_message	New innovations in military technology and strategy have spread through various Greek, Thracian, Illyrian, Galatian and other cultures to impact the style and equipment of those factions.	true
message_event_text_text_dei_131_thureos_message	New innovations in military technology and strategy have spread through various Greek, Thracian, Illyrian, Galatian and other cultures to impact the style and equipment of those factions.	true
message_event_text_text_dei_rank_2_barbarian	One of the local chieftans has seen the fortitude and leadership of this man and recommended him for more responsibility.	true
message_event_text_text_dei_rank_2_east	Those in power have seen enough of one this man's quality to know he must be promoted.	true
message_event_text_text_dei_rank_2_greek	The ruling oligarchs have seen potential in this man. He has been promoted toward higher responsibility.	true
message_event_text_text_dei_rank_2_rome	This man has been elected quaestor. The lowest position on the cursus honorum. He will supervise the state treasury and conduct audits for the Republic.	true
message_event_text_text_dei_rank_3_barbarian	The Chieftans have declared this man as one of them. Who knows, maybe one day he will be the strongest of them all?	true
message_event_text_text_dei_rank_3_east	Nearing the top of the political pyramid can be both rewarding and precarious. This man has been promoted ever higher.	true
message_event_text_text_dei_rank_3_greek	More and more power garners fame and fortune, but also adds responsibility and risk. This man has gained a higher office.	true
message_event_text_text_dei_rank_3_rome	This man has been elected aedile. Although he has the seemingly benign task of overseeing construction and festivals, putting on a great show is a sure way toward political advancement.	true
message_event_text_text_dei_rank_censor	A most august and respected man of Roma, this man has become Censor. Other men make way for this man's pre-eminent dignitas and gravitas	true
message_event_text_text_dei_rank_consul	The pinnacle of the cursus honorum, this man has brought honor and fame to his family. The Consulship is only held by 2 men since the founding. He will go down as a scion of his family for generations to come.	true
message_event_text_text_dei_rank_praetor	This man has reached a pivotal point in his career and was elected one of the few Praetors for the year. His duties are varied and important to the Republic; his chances for advancement have just begun.	true
message_event_text_text_dei_rank_proconsul	After serving as Consul, this man has had his command extended by the Senate. Glory to Roma!	true
message_event_text_text_dei_rank_propraetor	After serving as Praetor for his allotted year, this man has had his duties extended by the senate.	true
message_event_text_text_Global_Reform_Scythian	After continued interaction between the Scythians and Sarmatians, they have slowly begun to adopt each other’s customs and techniques. Because of their cultural intermixing, expect to see new strategies from the Scythians and Sarmatians.	true
message_event_text_text_Info_getae	As a local tribe, the Getae rely on many similar tactics as other Dacian factions. However, if we ever end up facing the forces of extremely foreign and new peoples like the Nomadic cultures or Roma, our society will adapt as it did historically. Our progress as a culture relies on the crucible of battle and learning from those cultures adept at warfare - especially Roma.	true
message_event_text_text_info_reforms_media_start	Once a great satrapy and a kingdom in its own right, Atropatkan's nobles dream of the days of former glory. Re-uniting the lands of the old Persian empire and pushing back its many foes will help advance the culture and military expertise of our stalwart people.	true
message_event_text_text_Info_Saka	To achieve the Indo-Saka reform, hold the provinces of Baktria and Transoxiana for 20 turns.	true
message_event_text_text_Info_Scythian	While the tribes that encompass the Royal Scythian nobility have begun to adopt some Hellenic practices and employ some of those techniques in battle, their soul still remains on the ancient steppes. The migration of Sarmatians into Scythian lands has brought conflict as well as cultural insight. As the Scythians and Sarmatians interact, our people will learn new strategies from each other. More and varied units will be available after that point in our march to dominance.	true
message_event_text_text_info_start_brit_reforms	Our people have always dreamt of uniting once disparate tribes from the various isles of Britain. Perhaps one day we will achieve this worthy goal and advance our people forward.	true
message_event_text_text_italy_rome	Now that Rome is no longer at war in Southern Italy, the uneasy peace between Carthage and Rome has become frayed. Should Rome seek to assert her influence into Sicily, Carthage will take that as a sign of war.	true
message_event_text_text_manpower	Divide et Impera now includes a Population system. Before you  get to conquering, take a moment to read how these new mechanics work and  what new challenges lie ahead of you.\\n\\nPopulation is region based and represents the fighting age male population divided into 4 classes: Nobles, Warriors, Commoners, and Foreigners (with differing classifications for cultures). All units will require population to recruit, the population class needed will be dependent on the units that you recruit. Replenishment and garrisons also consume population.\\n\\nGrowth: Population will increase or decrease based on a number of factors including buildings, wars, settlement type, taxation and more. The tooltip shows an approximate growth and not an exact growth.\\n\\nImmigration: People will move to and from neighbouring regions within your empire. These movements are largely based on the ratio of each population class as well as a number of other factors. You can see how many people migrated to and from each region by hovering over the 3 people icon next to the regional population number.\\n\\nEconomics: The size and ratio of the different population classes will also have economic and public order impacts on your settlements.\\n\\nConquest: When you capture a settlement, all the people of in that settlement will become foreigners and your citizen population will have to grow. If you have the majority culture in the province, only half will become foreigners.\\n\\nNavies: Navies take all their population both for recruitment and replenishment from the faction's capital.\\n\\nCredit for all of these features goes to the PoR 2 mod team.	true
message_event_text_text_no_supply	The region is devastated, regional supplies are mostly gone. The Impact on the region and armies without supply lines is disastrous. However, local supplies will regenerate over time if no military forces are located in the region.	true
message_event_text_text_no_supply_warning_naval	This fleet is running low on supplies. It might be for the best to resupply in a nearby port.	true
message_event_text_text_Player_Reform_Scythian	After continued interaction between the Scythians and Sarmatians, your tribes have slowly begun to adopt their customs and techniques. Because of this cultural intermixing, you can now employ new strategies and units to help further your expansion and growth.	true
message_event_text_text_reform_message_brit_reforms	The British people have finally been united under one rule and the isles stand as a testament to a great culture. Various tribes from all British peoples come together to contribute to a burgeoning nation.	true
message_event_text_text_reforms_carthage_global	The Carthaginians have reached a new military reform.\\n\\nAs the enemies of Carthage develop better tactics and equipment, they must also change with the times. Carthaginian and Libyan soldiers are now equipped with better armour and specialized training in order to combat the improvements of their enemies and the inevitable changing ways of war.\\n\\nNew worldwide reforms are an ample military advancement for a culture. This advancement doesn't benefit only the interested factions, but has global repercussions: new auxiliary options will open up for all factions worldwide and new mercenaries can be hired.	true
message_event_text_text_reforms_carthage_mp	Carthage has reached a new military reform.\\n\\nAs the enemies of Carthage develop better tactics and equipment, they must also change with the times. Carthaginian and Libyan soldiers are now equipped with better armour and specialized training in order to combat the improvements of their enemies and the inevitable changing ways of war.\\n\\nAnother player faction has reached a high enough Imperium Level to advance to a new reform. Differently from worldwide reforms this benefits exclusively that faction so beware of this, but you can also use the time required to adapt to the new reform as a good moment to start an attack if the faction is your enemy.	true
message_event_text_text_reforms_carthage_player	As the enemies of Carthage develop better tactics and equipment, we must also change with the times. Carthaginian and Libyan soldiers are now equipped with better armour and specialized training in order to combat the improvements of our enemies and the inevitable changing ways of war.\\n\\nNew reforms usually open up new equipment and new ways of combat, not necessarily stronger overall but usually more efficient for the time and for the challenges presented ahead. Some reforms can require a period of adaptation to the new tactics. Study well the differences in your troops because this can mean the difference between victory and defeat.	true
message_event_text_text_reforms_eastern_global	The Parni used to be insignificant tribe, just part of the Dahae Confederacy. Now, they have issued a challenge to Greek kings and satrapal puppets. They have taken Parthia and other lands and made them their own. Rather than keeping to their Nomadic life, they have embraced local customs and people. While Parthians haven't changed their ways of waging war after conquering lands to the South, they have adopted parts of local clothing, armours and even religion.\\nDuring the Parthian Kingdom, cavalry became even heavier and horse archers deadlier. Infantry was still only there to support cavalry but the increase in available manpower of conquered lands and their traditions provided more reliable foot soldiers.	true
message_event_text_text_reforms_eastern_global2	From Syria to India, all lands and trade routes are under Parthian government. A vast Empire reigns supreme in the East and armies swell in numbers and grandeur.\\n This final reform represents the peak of the Parthian Empire and there are no enemies that they are unable to meet in the field. Nobles amass large estates and wealth, which allows them to cover their mounts as well as themselves fully in advanced armor. Nisean horses are carrying deadly cataphracts into combat and skilled horse archers are available in large numbers, from both freemen and nobles. Having experience with many sieges, infantry became more important and, while not as elite as for many other nations, it is now able to be very competent on the field.	true
message_event_text_text_reforms_eastern_mp	The Parni used to be insignificant tribe, just part of the Dahae Confederacy. Now, they have issued a challenge to Greek kings and satrapal puppets. They have taken Parthia and other lands and made them their own. Rather than keeping to their Nomadic life, they have embraced local customs and people. While Parthians haven't changed their ways of waging war after conquering lands to the South, they have adopted parts of local clothing, armours and even religion.\\nDuring the Parthian Kingdom, cavalry became even heavier and horse archers deadlier. Infantry was still only there to support cavalry but the increase in available manpower of conquered lands and their traditions provided more reliable foot soldiers.	true
message_event_text_text_reforms_eastern_mp2	From Syria to India, all lands and trade routes are under Parthian government. A vast Empire reigns supreme in the East and armies swell in numbers and grandeur.\\n This final reform represents the peak of the Parthian Empire and there are no enemies that they are unable to meet in the field. Nobles amass large estates and wealth, which allows them to cover their mounts as well as themselves fully in advanced armor. Nisean horses are carrying deadly cataphracts into combat and skilled horse archers are available in large numbers, from both freemen and nobles. Having experience with many sieges, infantry became more important and, while not as elite as for many other nations, it is now able to be very competent on the field.	true
message_event_text_text_reforms_eastern_player	The Parni used to be insignificant tribe, just part of the Dahae Confederacy. Now, they have issued a challenge to Greek kings and satrapal puppets. They have taken Parthia and other lands and made them their own. Rather than keeping to their Nomadic life, they have embraced local customs and people. While Parthians haven't changed their ways of waging war after conquering lands to the South, they have adopted parts of local clothing, armours and even religion.\\nDuring the Parthian Kingdom, cavalry became even heavier and horse archers deadlier. Infantry was still only there to support cavalry but the increase in available manpower of conquered lands and their traditions provided more reliable foot soldiers.	true
message_event_text_text_reforms_eastern_player2	From Syria to India, all lands and trade routes are under Parthian government. A vast Empire reigns supreme in the East and armies swell in numbers and grandeur.\\n This final reform represents the peak of the Parthian Empire and there are no enemies that they are unable to meet in the field. Nobles amass large estates and wealth, which allows them to cover their mounts as well as themselves fully in advanced armor. Nisean horses are carrying deadly cataphracts into combat and skilled horse archers are available in large numbers, from both freemen and nobles. Having experience with many sieges, infantry became more important and, while not as elite as for many other nations, it is now able to be very competent on the field.	true
message_event_text_text_reforms_getae	We have reached a new military reform.\\n\\nAs the battles against our enemies have taught our people, an army must be willing to adapt and change with the times. After facing new types of warfare on the battlefield, the Getae have adapted their tactics and manner of warfare. We have begun to fight in more professional, heavily armoured and disciplined formations, laying the foundations of a new Dacian army.\\n\\nNew worldwide reforms are an ample military advancement for a culture and this is no exception. The Dacian kingdom sets its past glories up as an example for future conquest.\\n\\nThe Dacians and Getae were originally many different independent tribes, who later coalesced into a single confederacy and, in the case of the Dacians, later still, a centrally controlled kingdom. The precise stages of their expansion are still a complete mystery. The Dacians and Getae fought much against the Thracians, and captured the Hellenistic diadoch Lysimachus in 312 BC. In 82 BC, King Burebista ascended to the throne, and under his rule the Kingdom of Dacia reached its maximum extent. In 72 BC, Roman general Marcus Terentius Varro Lucullus marched against the Getae, because they were allied to Mithradates VI of Pontus, but he had only limited success. Ten years later, an alliance of Getae, Dacians, Scyths, Bastarnae and Greek colonists in Thrace defeated Gaius Antonius Hybrida (the same Hybrida who had shared a consulship with Cicero).\\n\\nThis victory allowed Burebista to expand his power up and down the Black Sea coast, and this in turn gave him the resources to complete his conquest of the Hallstatt-culture Celtic-speaking inhabitants of Pannonia. Burebista came to be considered such a threat to Roman-controlled Macedonia and Illyria that, in 44 BC, Julius Caesar was planning to march against him. However, he was prevented by his assassination. Burebista, coincidentally, was killed in the same year.	true
message_event_text_text_reforms_getae_global	The Getae have reached a new military reform.\\n\\nAs the battles against their enemies have taught their people, an army must be willing to adapt and change with the times. After facing new types of warfare on the battlefield, the Getae have adapted their tactics and manner of warfare. They have begun to fight in more professional, heavily armoured and disciplined formations, laying the foundations of a new Dacian army.\\n\\nNew worldwide reforms are an ample military advancement for a culture and this is no exception. The Dacian kingdom sets its past glories up as an example for future conquest.\\n\\nThe Dacians and Getae were originally many different independent tribes, who later coalesced into a single confederacy and, in the case of the Dacians, later still, a centrally controlled kingdom. The precise stages of their expansion are still a complete mystery. The Dacians and Getae fought much against the Thracians, and captured the Hellenistic diadoch Lysimachus in 312 BC. In 82 BC, King Burebista ascended to the throne, and under his rule the Kingdom of Dacia reached its maximum extent. In 72 BC, Roman general Marcus Terentius Varro Lucullus marched against the Getae, because they were allied to Mithradates VI of Pontus, but he had only limited success. Ten years later, an alliance of Getae, Dacians, Scyths, Bastarnae and Greek colonists in Thrace defeated Gaius Antonius Hybrida (the same Hybrida who had shared a consulship with Cicero).\\n\\nThis victory allowed Burebista to expand his power up and down the Black Sea coast, and this in turn gave him the resources to complete his conquest of the Hallstatt-culture Celtic-speaking inhabitants of Pannonia. Burebista came to be considered such a threat to Roman-controlled Macedonia and Illyria that, in 44 BC, Julius Caesar was planning to march against him. However, he was prevented by his assassination. Burebista, coincidentally, was killed in the same year.	true
message_event_text_text_reforms_imperial_global	The Romans have reached a new military reform.\\n\\n The Republic is now just a part of Roman history, but a new era has emerged out of its bloody death throes. The countless civil wars have come to an end, and the Princeps is no longer the first man of the senate, but ruler of the entire empire, like a monarch of the East. The size and organisation of the Roman army has adapted to the needs of the new era, and the legions have become a fully professional standing army, augmented by auxiliaries from every corner of their vast empire. The emperor is now the highest commander (imperator) of the military, and the legions swear their oaths of loyalty only to him. The symbol of the legions has become the eagle (aquila) of Jupiter, and the Praetorian Guards have been converted from battlefield bodyguards to the emperors personal guard. In time these new imperial bodyguards will wield more power than anyone could imagine.\\n\\nNew worldwide reforms are an ample military advancement for a culture. This advancement doesn't benefit only the interested factions, but has global repercussions: new auxiliary options will open up for all factions worldwide and new mercenaries can be hired.	true
message_event_text_text_reforms_imperial_mp	Rome reached a new military reform.\\n\\nThe Republic is now just a part of Roman history, but a new era has emerged out of its bloody death throes. The countless civil wars have come to an end, and the Princeps is no longer the first man of the senate, but ruler of the entire empire, like a monarch of the East. The size and organisation of the Roman army has adapted to the needs of the new era, and the legions have become a fully professional standing army, augmented by auxiliaries from every corner of their vast empire. The emperor is now the highest commander (imperator) of the military, and the legions swear their oaths of loyalty only to him. The symbol of the legions has become the eagle (aquila) of Jupiter, and the Praetorian Guards have been converted from battlefield bodyguards to the emperors personal guard. In time these new imperial bodyguards will wield more power than anyone could imagine.\\n\\nAnother player faction has reached a high enough Imperium Level to advance to a new reform. Differently from worldwide reforms, this benefits exclusively that faction, so beware of this, but you can also use the time required to adapt to the new reform as a good moment to start an attack if the faction is your enemy.	true
message_event_text_text_reforms_imperial_player	The Republic is now just a part of our history, but a new era has emerged out of its bloody death throes. The countless civil wars have come to an end, and the Princeps is no longer the first man of the senate, but ruler of the entire empire, like a monarch of the East. The size and organisation of the army has adapted to the needs of the new era, and the legions have become a fully professional standing army, augmented by auxiliaries from every corner of our vast empire. The emperor is now the highest commander (imperator) of the military, and the legions swear their oaths of loyalty only to him. The symbol of the legions has become the eagle (aquila) of Jupiter, and the Praetorian Guards have been converted from battlefield bodyguards to the emperors personal guard. In time these new imperial bodyguards will wield more power than anyone could imagine.\\n\\nNew reforms usually open up new equipment and new ways of combat, not necessarily stronger overall but usually more efficient for the time and for the challenges presented ahead. Some reforms can require a period of adaptation to the new tactics. Study well the differences in your troops because this can mean the difference between victory and defeat.	true
message_event_text_text_reforms_loricati_global	The Iberians reached a new military reform.\\n\\nImprovements in iron technology and warfare tactics have brought changes to the Iberian forces. Like their Greek and Roman rivals, highly disciplined Iberian soldiers are now outfitted with heavier armour. These new professional warriors use improved tactics and equipment to defeat their foes.\\n\\nNew worldwide reforms are an ample military advancement for a culture. This advancement doesn't benefit only the interested factions, but has global repercussions: new auxiliary options will open up for all factions worldwide and new mercenaries can be hired.	true
message_event_text_text_reforms_loricati_mp	An Iberian faction has reached a new military reform.\\n\\nImprovements in iron technology and warfare tactics have brought changes to a rival Iberian faction. Like their Greek and Roman rivals, highly disciplined Iberian soldiers are now outfitted with heavier armour. These new professional warriors use improved tactics and equipment to defeat their foes.\\n\\nAnother player faction has reached a high enough Imperium Level to advance to a new reform. Differently from worldwide reforms, this benefits exclusively that faction, so beware of this, but you can also use the time required to adapt to the new reform as a good moment to start an attack if the faction is your enemy.	true
message_event_text_text_reforms_loricati_player	Improvements in iron technology and warfare tactics have brought changes to our forces. Like their Greek and Roman rivals, highly disciplined Iberian soldiers are now outfitted with heavier armour. These new professional warriors use improved tactics and equipment to defeat their foes.\\n\\nNew reforms usually open up new equipment and new ways of combat, not necessarily stronger overall but usually more efficient for the time and for the challenges presented ahead. Some reforms can require a period of adaptation to the new tactics. Study well the differences in your troops because this can mean the difference between victory and defeat.	true
message_event_text_text_reforms_marian_global	The Romans have reached a new military reform.\\n\\nThe massive changes caused by the enormous expansion of the Res Publica have brought Roman society to a tipping point. The number of small farmers and the potential draftees of the army is in a steady decline while the slaves working the latifundia estates spread over Italy. Every new year, it is difficult to recruit the necessary troops to defend their interests against the countless enemies of Roma. The number of men who meet the property requirements for military service is falling continuously. Even in the field, Rome's mighty legions have suffered some setbacks. But now one of their best generals has recognised the problems, and has begun a series of reforms to solve them and to improve the overall performance of the army. The old manipular distinctions are gone, and all legionaries carry standardised equipment provided by the state. The capite censi, property-less citizens, are now recruited into the legions. However, without property requirements for service, new recruits come increasingly from the lower classes of society, eager to earn wealth and glory in the legions. The class of professional soldiers is born.\\n\\nNew worldwide reforms are an ample military advancement for a culture. This advancement doesn't benefit only the interested factions, but has global repercussions: new auxiliary options will open up for all factions worldwide and new mercenaries can be hired.	true
message_event_text_text_reforms_marian_mp	Rome has reached a new military reform.\\n\\nThe massive changes caused by the enormous expansion of the Res Publica have brought Roman society to a tipping point. The number of small farmers and the potential draftees of the army is in a steady decline while the slaves working the latifundia estates spread over Italy. Every new year, it is difficult to recruit the necessary troops to defend their interests against the countless enemies of Roma. The number of men who meet the property requirements for military service is falling continuously. Even in the field, Rome's mighty legions have suffered some setbacks. But now one of their best generals has recognised the problems, and has begun a series of reforms to solve them and to improve the overall performance of the army. The old manipular distinctions are gone, and all legionaries carry standardised equipment provided by the state. The capite censi, property-less citizens, are now recruited into the legions. However, without property requirements for service, new recruits come increasingly from the lower classes of society, eager to earn wealth and glory in the legions. The class of professional soldiers is born.\\n\\nNew worldwide reforms are an ample military advancement for a culture. This advancement doesn't benefit only the interested factions, but has global repercussions: new auxiliary options will open up for all factions worldwide and new mercenaries can be hired.	true
message_event_text_text_reforms_marian_player	The massive changes caused by the enormous expansion of the Res Publica have brought our society to a tipping point. The number of small farmers and the potential draftees of the army is in a steady decline while the slaves working the latifundia estates spread over Italy. Every new year, it is difficult to recruit the necessary troops to defend our interests against the countless enemies of Roma. The number of men who meet the property requirements for military service is falling continuously. Even in the field, our mighty legions have suffered some setbacks. But now one of our best generals has recognised the problems, and has begun a series of reforms to solve them and to improve the overall performance of the army. The old manipular distinctions are gone, and all legionaries carry standardised equipment provided by the state. The capite censi, property-less citizens, are now recruited into the legions. However, without property requirements for service, new recruits come increasingly from the lower classes of society, eager to earn wealth and glory in the legions. The class of professional soldiers is born.\\n\\nNew reforms usually open up new equipment and new ways of combat, not necessarily stronger overall but usually more efficient for the time and for the challenges presented ahead. Some reforms can require a period of adaptation to the new tactics. Study well the differences in your troops because this can mean the difference between victory and defeat.	true
message_event_text_text_reforms_media_global	Atropatkan has reached a new military reform.\\n\\nThe lands of Iran were a field of many wars fought between various nations. The once formidable Persian empire crumbled and its noble houses diminished. Greeks, Parthians and even Romans fought over these lands for centuries without any side being able to deal a fatal blow. After long and bloody dynastic struggles between noble houses, a victor emerged and united everyone under one banner. Shahanshah, King of Kings, is now again leading the armies of Eranshahr. Long wars and hard fought battles have created a force to be reckoned with and the development of cavalry equipment has become much more advanced with heavier horse armour and early saddles. Armies are resembling a feudal system of nobles levied for war, with instructions of what types of weapons and armours are required of them.	true
message_event_text_text_reforms_media_global1	Atropatkan has reached a new military reform.\\n\\nAs time progressed so did the fighting ways of the Iranian people. Due to Nomadic influence, cavalry equipment became much heavier while deadly kontus lances became the main shock weapons. Mounted javeliners of the late Achaemenids went out of fashion and bows once again were a favored tool of war for Median riders. The influx of Greeks all over the old empire allowed it to adapt recent changes in warfare with their pikes and thureos shields.	true
message_event_text_text_reforms_media_player	Eranshar united! We have reached a new military reform.\\n\\nThe lands of Iran were a field of many wars fought between various nations. The once formidable Persian empire crumbled and its noble houses diminished. Greeks, Parthians and even Romans fought over these lands for centuries without any side being able to deal a fatal blow. After long and bloody dynastic struggles between noble houses, a victor emerged and united everyone under one banner. Shahanshah, King of Kings, is now again leading the armies of Eranshahr. Long wars and hard fought battles have created a force to be reckoned with and the development of cavalry equipment has become much more advanced with heavier horse armour and early saddles. Armies are resembling a feudal system of nobles levied for war, with instructions of what types of weapons and armours are required of them.	true
message_event_text_text_reforms_media_player1	We have reached a new military reform.\\n\\nAs time has progressed so have the fighting ways of the Iranian people. Due to Nomadic influence, cavalry equipment has become much heavier while deadly kontus lances have become the main shock weapons. Mounted javeliners of the late Achaemenids have gone out of fashion and bows once again are a favored tool of war for our Median riders. The influx of Greeks all over the old empire has allowed us to adapt recent changes in warfare with their pikes and thureos shields.	true
