key	text	tooltip
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20505FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20512FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20519FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20526FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20533FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20540FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20547FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20554FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20561FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20568FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20575FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20582FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20589FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20596FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20603FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20610FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20617FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20624FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20631FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20638FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20645FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20652FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20659FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20666FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20673FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20680FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20687FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20694FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20701FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20708FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20715FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20722FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20729FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20736FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20743FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20750FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20757FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20764FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20771FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20778FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20785FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20792FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20799FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20806FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20813FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20820FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20827FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20834FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20841FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20848FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20855FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20862FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20869FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20876FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20883FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20890FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20897FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20904FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20911FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20918FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20925FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20932FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20939FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20946FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20953FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20960FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20967FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20974FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20981FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20988FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_20995FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21002FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21009FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21016FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21023FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21030FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21037FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21044FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21051FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21058FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21065FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21072FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21079FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21086FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21093FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21100FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21107FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21114FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21121FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21128FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21135FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21142FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21149FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21156FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21163FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21170FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21177FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21184FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21191FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21198FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21205FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21212FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21219FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21226FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21233FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21240FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21247FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21254FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21261FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21268FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21275FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21282FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21289FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21296FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21303FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21310FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21317FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21324FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21331FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21338FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21345FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21352FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21359FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21366FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21373FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21380FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21387FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21394FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21401FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21408FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21415FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21422FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21429FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21436FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21443FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21450FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21457FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21464FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21471FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21478FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21485FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21492FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21499FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21506FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21513FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21520FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21527FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21534FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21541FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21548FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21555FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21562FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_family_21569FIRST	This man will join your party as a general.	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20001FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20008FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20015FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20022FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20029FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20036FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20043FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20050FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20057FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20064FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20071FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20078FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20085FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20092FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20099FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20106FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20113FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20120FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20127FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20134FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20141FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20148FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20155FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20162FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20169FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20176FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20183FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20190FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20197FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20204FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20211FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20218FIRST	Welcome Him to Your Party	true
